Name,Type,Citation
Dr Charlie Hargood,Conference,"Hargood, C., Millard, D.E. and Weal, M.J., 2009. Investigating a thematic approach to narrative generation. 49-60."
Dr Charlie Hargood,Conference,"Hargood, C., Millard, D.E. and Weal, M.J., 2009. Using a thematic model to enrich photo montages. 135-139."
Dr Charlie Hargood,Conference,"Hargood, C., Millard, D.E. and Weal, M.J., 2008. A thematic approach to emerging narrative structure. 41-45."
Dr Charlie Hargood,Posters,"Millard, D. and Hargood, C., 2016. Location Location Location: Experiences of Authoring an Interactive Location-Based Narrative. In: International Conference on Interactive Digital Storytelling 2016."
Dr Charlie Hargood,Posters,"Hargood, C., Pejovic, V., Morrison, L., Michaelides, D., Musolesi, M., Yardley, L. and Weal, M., 2014. The UBhave Framework: Dynamic Pervasive Applications for Behavioural Psychology. In: Mobiquitous 2014."
Dr Charlie Hargood,Posters,"Hargood, C., Millard, D. and Weal, M., 2011. The Thematic Illustrator: An Automatic Illustrative Approach to Enhancing Narrative Cohesion. In: ACM Hypertext 2011."
Dr Charlie Hargood,Other,"Hargood, C. and Millard, D., 2015. NHT'15 organizers' welcome. Published."
Dr Charlie Hargood,Other,"Hargood, C. and Millard, D.E., 2013. Narrative and Hypertext 2013 Foreword. Published."
Dr Charlie Hargood,Other,"Hargood, C. and Millard, D., 2012. Narrative and hypertext 2012 foreword. Published."
Darrell Gibson,Conference,"Gibson, D. and Polfreman, R., 2019. A Journey in (Interpolated) Sound: Impact of different visualizations in graphical interpolators. 215-218."
Darrell Gibson,Conference,"Gibson, D. and Polfreman, R., 2019. A framework for the development and evaluation of graphical interpolation for synthesizer parameter mappings. In: Sound & Music Computing Conference 2019 28-31 May 2019 Malaga, Spain."
Darrell Gibson,Conference,"Gibson, D. and Polfreman, R., 2011. An Architecture For Creating Hosting Plug- Ins For Use In Digital Audio Workstations. In: International Computer Music Conference 2011 31 July-5 August 2011 University of Huddersfield, England.."
Darrell Gibson,Conference,"Gatzidis, C., Parry, K.D., Kavanagh, E.J., Wilding, A. and Gibson, D., 2009. Towards the Development of an Interactive 3D Coach Training Serious Game. In: IEEE First International Conference Games and Virtual Worlds for Serious Applications 23-24 March 2009 Technocentre Coventry University, UK. IEEE Computer Society, 186-189."
Darrell Gibson,Conference,"Gatzidis, C., Parry, K., Kavanagh, E., Wilding, A. and Gibson, D., 2009. Towards the Development of an Interactive 3D Coach Training Serious Game. IEEE Computer Society, 186-189."
Darrell Gibson,Conference,"Parry, K.D., Kavanagh, E.J., Wilding, A., Gatzidis, C. and Gibson, D., 2009. Risky Business: A new approach to teaching risk assessments in sports. In: ELSIN XIV Learning in higher education - how style matters 17-19 June 2009 Bulle-en-Gruyere, Switzerland."
Darrell Gibson,Conference,"Vasilko, M., Gibson, D., Long, D.I. and Holloway, S., 1999. Towards a Consistent Design Methodology for Run-Time Reconfigurable Systems. In: IEE Informatics Colloquium on Reconfigurable Systems, Glasgow, March 1999."
Darrell Gibson,Conference,"Gibson, D., Vasilko, M. and Long, D.I., 1998. Virtual Prototyping for Dynamically Reconfigurable Architectures using Dynamic Generic Mapping. In: VHDL International Users Forum Fall 1998."
Darrell Gibson,Conference,"Gibson, D., Roach, J., Teal, M.K. and Winchester, M., 1998. Using a Rapid Prototyping Methodology to Reduce Product Development Times. In: Proceeding of 1st Forum on Design Languages, Lausanne, Switzerland, 1998. 6-12 September 1998 Lausanne, Switzerland.."
Darrell Gibson,Conference,"Gibson, D., Teal, M.K., Ait-Boudaoud, D. and Winchester, M., 1997. A new methodology and generic model library for the rapid prototyping of real-time image processing systems. In: VHDL International Users’ Forum, Fall 1997 Conference, Washington, 19-22 October 1997 Washington, DC.. Los Alamitos, Calif.: IEEE Computer Society Press, 268-277."
Darrell Gibson,Conference,"Gibson, D., Teal, M.K., Holloway, S. and Winchester, M., 1997. A Generic component library for rapidly prototyping two’s complement image convolvers. In: Irish Machine Vision and Image Processing Conference, Londonderry, 1997 10-13 September 1997 Magee College, University of Ulster, Northern Ireland. Derry: School of Information and Software Engineering, Faculty of Informatics, University of Ulster, Magee College, 163-170."
Darrell Gibson,Conference,"Gibson, D., Teal, M.K. and Winchester, M., 1997. Rapid prototyping & modelling of real-time image convolvers. In: Signals, I., amp and Systems Conference, I.S.S.C., eds. Irish Signals & Systems Conference June 1997 Derry, Northern Ireland. Irish Signals & Systems Conference."
Darrell Gibson,Conference,"Gibson, D., Teal, M.K. and Winchester, M., 1997. Rapid prototyping & modelling of real-time image convolvers. In: Signals, I., amp and Systems Conference, I.S.S.C., eds. Irish Signals & Systems Conference June 1997 Derry, Northern Ireland. Irish Signals & Systems Conference."
Darrell Gibson,Conference,"Gibson, D., Teal, M.K., Ait-Boudaoud, D. and Winchester, M., 1997. A modelling Methodology that Promotes the Rapid Prototyping of Real-Time Image Processing Systems. In: IMVIP'97: Irish Machine Vision and Image Processing Conference 10-13 September 1997 Magee College, University of Ulster, Northern Ireland. IMVC."
Darrell Gibson,Conference,"Gibson, D., Teal, M.K. and Winchester, M., 1997. A modelling Methodology that Promotes the Rapid Prototyping of Real-Time Image Processing Systems. In: IMVIP'97: Irish Machine Vision and Image Processing Conference 10-13 September 1997 Magee College, University of Ulster, Northern Ireland. IMVC."
Dr Jose Fonseca,Journal Article,"Simons, A., Pedersen, K., Fonseca, J. and Prakoonwit, S., 2017. What’s Wrong with the Feedback? Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics), 10345 LNCS, 251-261."
Dr Jose Fonseca,Journal Article,"Poudel, R.P.K., Fonseca, J.A.S., Zhang, J.J. and Nait-Charif, H., 2013. A unified framework for 3D hand tracking. Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics), 8033 LNCS (PART 1), 129-139."
Dr Jose Fonseca,Conference,"Simons, A., pedersen, K.P., fonseca, J.F. and Prakoonwit, S.P., 2017. What’s Wrong with the Feedback? In: Edutainment 2017 26-28 June 2017 Bournemouth. Elsevier."
Dr Jose Fonseca,Conference,"Poudel, R.P.K., Fonseca, J.A.S., Zhang, J.J. and Nait-Charif, H., 2013. A Unified Framework for 3D Hand Tracking. 129-139."
Dr Jose Fonseca,Posters,"Fonseca, J.A.S., Kravtsov, D., Sarafopoulos, A. and Zhang, J.J., 2016. Enhancement of 3D character animations through the use of automatically generated guidelines inspired by traditional art concepts."
Dr Tom Davis,Journal Article,"Davis, T., 2019. Instrumental intentionality: an exploration of mediated intentionality in musical improvisation. International Journal of Performance Arts and Digital Media, 15 (1), 70-83."
Dr Tom Davis,Journal Article,"Ward, A., Davis, T. and Bevan, A., 2019. Music technology and alternate controllers for clients with complex needs. Music Therapy Perspectives, 37 (2), 151-168."
Dr Tom Davis,Journal Article,"Davis, T., 2012. Complexity as Practice: A Reflection on the Creative Outcomes of a Sustained Engagement with Complexity. Leonardo, 45 (2), 106-112."
Dr Tom Davis,Journal Article,"Davis, T., 2011. Towards a Relational Understanding of the Performance Ecosystem. Organised Sound, 16, 120-124."
Dr Tom Davis,Journal Article,"Davis, T., 2010. On Listening to Installation. Performance Research: A Journal of the Performing Arts, 15, 66-71."
Dr Tom Davis,Journal Article,"Davis, T., 2010. Complexity as Process: Complexity Inspired Approaches to Composition. Organised Sound, 15 (2), 137-146."
Dr Tom Davis,Journal Article,"Davis, T. and Ward, N., 2010. Ordnance Survey: Exploring Activity through Large Scale Topologies and Auditory Mappings. Parsons Journal for Information Mapping, 2."
Dr Tom Davis,Journal Article,"Davis, T., 2010. The Ear of the Beholder: Ecology, Embodiment and Complexity in Sound Installation. Leonardo Electronic Almanac."
Dr Tom Davis,Book,"Hammersley, J., O'Reilly, S. and Renaud, A., 2012. LIVENESS. EMERGE -Experimental Media Research Imprint."
Dr Tom Davis,Conference,"Davis, T., Pierson, D. and Bevan, A., 2019. INCREASING ACCESS TO MUSIC IN SEN SETTINGS. In: Sound and Music Computing Conference 28-31 May 2019 Malaga."
Dr Tom Davis,Conference,"Davis, T., 2017. The Feral Cello: A Philosophically Informed Approach to an Actuated Instrument. In: New Interfaces for Musical Expression 15-19 May 2017 Copenhagen."
Dr Tom Davis,Conference,"Ward, A., Woodbury, L. and Davis, T., 2017. Design Considerations for Instruments for Users with Complex Needs in SEN Settings. In: New Interfaces for Musical Expression 15-18 May 2017 Copenhagen."
Dr Tom Davis,Conference,"Davis, T., 2016. Resitive Intentionality: Examining the instrumental interface. In: Sonorities Symposium 2016 26 November 2016 Queen's University Belfast."
Dr Tom Davis,Conference,"Davis, T. and Stapleton, P., 2016. Ambiguous Devices: Improvisation, agency, dialogue and touch in technologically-mediated performance. In: Interagency In Technologically Mediated Performance 29-30 January 2016 Bournemouth University."
Dr Tom Davis,Conference,"Davis, T., 2015. An exploration of technological agency in improvisational contexts. In: DMRN+10: Digital Music Research Network One-day Workshop 2015 22 December 2015 Queen Mary University of London."
Dr Tom Davis,Conference,"Davis, T., Geistweidt, J., Renaud, A. and Dixon, J., 2012. Interfacing the Network: An Embedded Approach to Network Instrument Creation. In: International Computer Music Conference, ICMC 2012 9-14 September 2012 Ljubljana, Slovenia."
Dr Tom Davis,Conference,"Davis, T., 2012. The Loop: A distributed instrument approach to networked performance. In: Symposium for Performance of Electronic and Experimental Music 6-7 January 2012 University of Oxford."
Dr Tom Davis,Conference,"Davis, T., 2008. Cross-Pollination: Towards an aesthetics of the real. In: ICMC 2008. International Computer Music Conference 24-29 August 2008 Sonic Arts Research Centre, Queens University, Belfast, Northern Ireland."
Dr Tom Davis,Conference,"Davis, T. and Karamanlis, O., 2007. Gestural control of sonic swarms: Composing with grouped sound objects. In: 4th Sound and Music Computing Conference 11-13 July 2007 Lefkada, Greece."
Dr Tom Davis,Conference,"Davis, T. and Rebelo, P., 2007. Environments for sonic ecologies. In: Evoworkshops Valencia. Springer-Verlag, 508-516."
Dr Tom Davis,Conference,"Davis, T. and Rebelo, P., 2005. Natural Selection: A Stethoscopic Amphibious Installation. In: GA2005: Generative Art Conference 15-17 December 2005 Milan, Italy."
Dr Tom Davis,Conference,"Davis, T. and Rebelo, P., 2005. Hearing Emergence: Towards Sound-Based Self-Organisation. In: Proceedings of ICMC2005: International Computer Music Conference September 2005 Barcelona, Spain."
Dr Tom Davis,Exhibitions,"Davis, T. and McKinney, C., 2012. Flow. Sound Installation. Tiny Tate. Tate Britain."
Dr Tom Davis,Exhibitions,"Davis, T. and Stapleton, P., 2012. Ambiguous Devices. Installation. New Interfaces for Musical Expression. NIME 2012. Ann Arbor, Michigan & Bournemouth University, England. 21-23 May 2012."
Dr Tom Davis,Exhibitions,"Davis, T., 2011. Working Title. Mixed Media. Working Title. Aspex Contemporary Art Gallery. Portsmouth. 5-18 September 2011."
Dr Tom Davis,Exhibitions,"Davis, T., Renaud, A. and McKinney, C., 2010. Flow. Mixed. Public Domain. Bournemouth Lower Gardens. 16-18 July 2010."
Dr Tom Davis,Exhibitions,"Davis, T. and Ward, N., 2009. Ordnance Survey. Mixed. Hilltown New Music Festival. Hilltown, County Westmeath, Ireland. 18-19 July 2009."
Dr Tom Davis,Exhibitions,"Davis, T., 2009. Bus Stop. Mixed. Oxford Contemporary. OVADA, Oxford. 7 February-21 March 2009."
Dr Tom Davis,Exhibitions,"Davis, T., 2008. Rules and Regs. Mixed. Rules and Regs. Aspace gallery, Southampton. 1 May-2 June 2008."
Dr Tom Davis,Exhibitions,"Davis, T., 2007. Cross-Pollination. Mixed. FIX'07 International Performance Festival. Catalyst Arts, Belfast. 26-29 November 2007."
Dr Tom Davis,Exhibitions,"Davis, T. and O'Modhrain, S., 2007. Radio Streams. Mixed. Enaction in Arts. Enaction in Arts, Fort de la Bastille, Grenoble. 19-24 November 2007."
Dr Tom Davis,Exhibitions,"Davis, T., 2006. Cycle Sonic. Bring the Noise. Catalyst Arts, Belfast. 16-29 October 2006."
Dr Tom Davis,Exhibitions,"Davis, T., 2006. Excuse Me!. International Conference on Auditory Display. ICAD, Queen Mary University, London. 20-23 June 2006."
Dr Tom Davis,Exhibitions,"Davis, T., 2005. Natural Selection. Musica Viva. Musica Viva, Lisbon, Portugal. 17-24 September 2005."
Dr Tom Davis,Exhibitions,"Callus, P., Davis, T. and Rega, I.. Chembamba kina siri kubwa. Installation. In/Visible Margins. Lees Gallery, Bournemouth University. 1 December 2018-28 February 2019."
Dr Tom Davis,Performances,"Davis, T. and Reid, L.. The Feral Cello: A collaborative cello and electronics practice.. Feral Cello. Cello & Live Electronics. Birmingham Conservatoire, Birmingham. 3 December 2019."
Dr Tom Davis,Performances,"Troisi, A., Davis, T., Amelidis, P. and Seddon, A.. nonRecursive. Bournemouth Emerging Arts Fringe: The Engine Room, The Old Fire Station. 1 May 2018."
Dr Tom Davis,Performances,"Davis, T. and Reid, L.. Gemmeleg.. Performance for the Feral Cello. Sound Music Computing Conference, Helsinki. 5-8 July 2017."
Dr Tom Davis,Performances,"Davis, T. and Reid, L.. Gemmeleg. Performance for the Feral Cello. NIME 2017, Black Diamond, Copenhagen. 18 May 2017."
Dr Tom Davis,Performances,"Davis, T. and Reid, L.. Gemmeleg. Performance for the Feral cello. Noisefloor 2017, Staffordshire University, Stoke On Trent. 4 May 2017."
Dr Tom Davis,Performances,"Davis, T., Troisi, A., Seddon, A., Canning, R., Thompson, B., Chiaramonte, A. and Borgo, D.. NonRecursive @ Symposium on Interagency in Technologically-Mediated Performance. Performance. Bournemouth University. 29 January 2016."
Dr Tom Davis,Performances,"Davis, T., Troisi, A., Seddon, A., Thompson, B., Canning, R. and Chiaramonte, A.. NonRecursive. Performance. Bournemouth Emerging Arts Fringe: The Engine Room. 15 October 2015."
Dr Tom Davis,Performances,"Davis, T. and Stapleton, P.. Ambiguous Devices. Performance. Re-New 2013, Copenhagen. 28 October-3 November 2013."
Dr Tom Davis,Performances,"Davis, T. and Stapleton, P.. Ambiguous Devices. Performance. INTIME, Coventry University. 19-20 October 2013."
Dr Tom Davis,Performances,"Davis, T. and Stapleton, P.. Ambiguous Devices. Performance. NIME 2012, Ann Arbor, Michigan and Bournemouth University. 21-23 May 2012."
Dr Tom Davis,Performances,"Davis, T. and Stapleton, P.. Ambiguous Devices. Stanford USA & Bournemouth UK. 27 April 2012."
Dr Tom Davis,Performances,"Davis, T., Geistweit, J., Renaud, A.R. and Dixon, J.. The Loop. Network Music Festival, Birmingham. 27-29 January 2012."
Dr Tom Davis,Performances,"Davis, T., Geistweidt, J., Renaud, A. and Dixon, J.. The Loop. NIME 2011, Oslo, Norway. 30 May-1 June 2011."
Dr Tom Davis,Performances,"Davis, T., Geistweidt, J., Renaud, A. and Dixon, J.. The Loop. arts.on.wires, Oslo, Norway. 25-29 May 2011."
Dr Panos Amelidis,Journal Article,"Amelides, P., 2016. Acousmatic Storytelling. Organised Sound: an international journal of music and technology, 21 (3), 213-221."
Dr Panos Amelidis,Journal Article,"Amelidis, P. and Battey, B., 2016. Review of Cipriani Alessandro, and Giri Maurizio 'Electronic Music and Sound Design: Theory and Practice with Max/MSP'. Organised Sound: an international journal of music and technology."
Dr Panos Amelidis,Chapter,"Hugill, A. and Amelides, P., 2016. Audio only computer games: Papa Sangre. In: Emmerson, S. and Landy, L., eds. Expanding the horizon of electroacoustic music analysis. Cambridge University Press."
Dr Panos Amelidis,Conference,"Fletcher, C., Hulusic, V. and Amelidis, P., 2019. Virtual Reality Ear Training System: A study on Spatialised Audio in Interval Recognition. In: VS-Games 2019: 11th International Conference on Virtual Worlds and Games for Serious Applications 4-6 September 2019 Vienna, Austria."
Dr Panos Amelidis,Conference,"Amelidis, P., 2014. Universalising the acousmatics: storytelling and culture-specific works. In: Electroacoustic Music Studies Conference 10-14 June 2014 Berlin."
Dr Panos Amelidis,Conference,"Amelidis, P., 2012. The electroacoustic composer as historian. In: Sound, Sight, Space and Play 6-8 June 2012 Leicester."
Dr Panos Amelidis,Exhibitions,"Amelidis, P., 2018. The Sounding Temple. Sound Installation. Ancient Messina."
Dr Panos Amelidis,Exhibitions,"Amelides, P.. Alexandros. CAMP Art Gallery, Athens, Greece. 23 September-6 October 2013."
Dr Panos Amelidis,Exhibitions,"Amelides, P.. Stories of a tree. Kakogiannis Foundation, Athens, Greece. 7 November 2013."
Dr Panos Amelidis,Exhibitions,"Amelides, P.. Stories of a tree. Selasia village, Southern Greece. 3 November 2013."
Dr Panos Amelidis,Exhibitions,"Amelides, P.. Alexandros. Biennial for European Artists, Ancona, Italy. 6 June-31 July 2013."
Dr Panos Amelidis,Performances,"Troisi, A., Davis, T., Amelidis, P. and Seddon, A.. nonRecursive. Bournemouth Emerging Arts Fringe: The Engine Room, The Old Fire Station. 1 May 2018."
Dr Panos Amelidis,Performances,"Amelidis, P.. The Pain(t). Brussels. 21 June 2017."
Dr Panos Amelidis,Performances,"Amelidis, P.. Forward, stop, rewind, stop. Rheinsberg, germany. 14 June 2017."
Dr Panos Amelidis,Performances,"Amelides, P.. Digital drones: live-coding with SuperCollider. Lewisham Arthouse, London, UK. 5 March 2016."
Dr Panos Amelidis,Performances,"Amelides, P.. Forward, Stop, Rewind, Stop. Medialab Prado, Madrid, Spain. 28 November 2015."
Dr Panos Amelidis,Performances,"Amelides, P.. Olympic Games. Belfast. 25 April 2015."
Dr Panos Amelidis,Performances,"Amelidis, P.. Olympic Games. Belfast, Northern Ireland. 22 April 2015."
Dr Panos Amelidis,Performances,"Amelides, P.. Invited by Musique & Recherches organisation to curate a concert of electroacoustic works. Brussels. 23 February 2015."
Dr Panos Amelidis,Performances,"Amelides, P.. Olympic Games. Leicester. 22 October 2014."
Dr Panos Amelidis,Performances,"Amelides, P.. Live-coding performance with SuperCollider software. Metanast Festival, Manchester, UK. 3 July 2014."
Dr Panos Amelidis,Performances,"Amelides, P.. Forward, Stop, Rewind, Stop. Morelia, Mexico. 27 June 2014."
Dr Panos Amelidis,Performances,"Amelides, P.. The Golden Walnuts. Corfu, Greece. 15 June 2014."
Dr Panos Amelidis,Performances,"Amelides, P.. Agoras_1. Berling, Germany. 10 October 2013."
Dr Panos Amelidis,Performances,"Amelides, P.. Alexandros: a sonic portrait. Radio. Halle, Germany. 28 June 2013."
Dr Panos Amelidis,Performances,"Amelides, P.. Ritual Attacks. Stockholm, Sweden. 25 July 2012."
Dr Panos Amelidis,Performances,"Amelides, P.. Ritual Attacks. Royal Academy of Music, London, UK. 18 June 2012."
Dr Panos Amelidis,Performances,"Amelides, P.. Live-electronics performance with Max/MSP software. OUNDkitchen Festival, Birmingham, UK. 3 March 2011."
Dr Panos Amelidis,Performances,"Amelides, P.. Ritual Attacks. International Computer Music Conference, Huddersfield, UK."
Dr Panos Amelidis,Performances,"Amelides, P.. Ritual Attacks. Pixilerations New Media Festival, Brown University, USA."
Dr Panos Amelidis,Performances,"Amelides, P.. Agoras_1. Leicester, UK."
Dr Panos Amelidis,Performances,"Amelides, P.. Forward, Stop, Rewind, Stop. Leicester ,UK."
Dr Panos Amelidis,Compositions,"Amelidis, P., 2015. Before Life, After Death. Published online."
Dr Panos Amelidis,Compositions,"Amelides, P., 2014. The Pain(t). Published online."
Dr Panos Amelidis,Compositions,"Amelidis, P., 2014. The Golden Walnuts. Published online."
Dr Panos Amelidis,Compositions,"Amelidis, P., 2012. Alexandros. Unpublished."
Professor Feng Tian,Journal Article,"You, X., Tian, F. and Tang, W., 2019. C2 Continuous Blending of Time-Dependent Parametric Surfaces. Journal of Computing and Information Science in Engineering, 19 (4)."
Professor Feng Tian,Journal Article,"You, X., Tian, F. and Tang, W., 2019. Highly efficient facial blendshape animation with analytical dynamic deformations. Multimedia Tools and Applications, 78 (18), 25569-25590."
Professor Feng Tian,Journal Article,"Cheng, D., Shi, D., Tian, F. and Liu, X., 2019. A level set method for image segmentation based on Bregman divergence and multi-scale local binary fitting. Multimedia Tools and Applications, 78 (15), 20585-20608."
Professor Feng Tian,Journal Article,"Jiang, T., Yang, X., Zhang, J., Tian, F., Liu, S., Xiang, N. and Qian, K., 2019. Huber- L1 -based non-isometric surface registration. Visual Computer, 35 (6-8), 935-948."
Professor Feng Tian,Journal Article,"Tian, F., El Rhalibi, A., Tang, W. and Gatzidis, C., 2019. Editorial Note-Edutainment: E-Learning and Games. MULTIMEDIA TOOLS AND APPLICATIONS, 78 (4), 4987."
Professor Feng Tian,Journal Article,"Cheng, D., Zhang, Y., Tian, F., Liu, C. and Liu, X., 2019. Sign correlation subspace for face alignment. Soft Computing, 23 (1), 241-249."
Professor Feng Tian,Journal Article,"Wang, J., Tian, F., Yu, H., Liu, C.H., Zhan, K. and Wang, X., 2018. Diverse Non-Negative Matrix Factorization for Multiview Data Representation. IEEE Transactions on Cybernetics, 48 (9), 2620-2632."
Professor Feng Tian,Journal Article,"Cheng, D., Tian, F., Liu, L., Liu, X. and Jin, Y., 2018. Image segmentation based on multi-region multi-scale local binary fitting and Kullback–Leibler divergence. Signal, Image and Video Processing, 12 (5), 895-903."
Professor Feng Tian,Journal Article,"Zhang, F., Lei, T., Li, J., Cai, X., Shao, X., Chang, J. and Tian, F., 2018. Real-Time Calibration and Registration Method for Indoor Scene with Joint Depth and Color Camera. International Journal of Pattern Recognition and Artificial Intelligence, 32 (7)."
Professor Feng Tian,Journal Article,"Zhang, F., Wang, Z., Chang, J., Zhang, J. and Tian, F., 2017. A fast framework construction and visualization method for particle-based fluid. Eurasip Journal on Image and Video Processing, 2017 (1)."
Professor Feng Tian,Journal Article,"Wang, J., Wang, X., Tian, F., Liu, C.H. and Yu, H., 2017. Constrained Low-Rank Representation for Robust Subspace Clustering. IEEE Transactions on Cybernetics, 47 (12), 4534-4546."
Professor Feng Tian,Journal Article,"Zhan, K., Shi, J., Wang, J. and Tian, F., 2017. Graph-regularized concept factorization for multi-view document clustering. Journal of Visual Communication and Image Representation, 48, 411-418."
Professor Feng Tian,Journal Article,"Kang, D., Tian, F. and Seo, S., 2017. Perceptually inspired real-time artistic style transfer for video stream. Journal of Real-Time Image Processing, 13 (3), 581-589."
Professor Feng Tian,Journal Article,"Opara-Martins, J., Sahandi, M. and Tian, F., 2017. A Holistic Decision Framework to Avoid Vendor Lock-in for Cloud SaaS Migration. Computer and Information Science, Vol. 10 (No 3)."
Professor Feng Tian,Journal Article,"Kang, D., Tian, F. and Sahandi, R., 2017. Interactive illustration of collage for children with folktale e-book. Journal of Visualization, 20 (3), 639-650."
Professor Feng Tian,Journal Article,"Liu, L., Cheng, D., Tian, F., Shi, D. and Wu, R., 2017. Active contour driven by multi-scale local binary fitting and Kullback-Leibler divergence for image segmentation. Multimedia Tools and Applications, 76 (7), 10149-10168."
Professor Feng Tian,Journal Article,"Tian, F., Sun, M. and Chang, M., 2016. Foreword to the Special Section on the International Conference on E-Learning and Games 2016 (Edutainment ’16). Computers and Graphics (Pergamon), 61, A2-A3."
Professor Feng Tian,Journal Article,"Xu, F., Tian, F., Buhalis, D., Weber, J. and Zhang, H., 2016. Tourists as Mobile Gamers: Gamification for Tourism Marketing. Journal of Travel and Tourism Marketing, 33 (8), 1124-1142."
Professor Feng Tian,Journal Article,"Wang, K., Razzaq, A., Wu, Z., Tian, F., Ali, S., Jia, T., Wang, X. and Zhou, M., 2016. Novel correspondence-based approach for consistent human skeleton extraction. Multimedia Tools and Applications, 75 (19), 11741-11762."
Professor Feng Tian,Journal Article,"Ferraris, J., Tian, F. and Gatzidis, C., 2016. Transition Contour Synthesis with Dynamic Patch Transitions. ACM Computers in Entertainment, 15 (1)."
Professor Feng Tian,Journal Article,"Opara-Martins, J., Sahandi, R. and Tian, F., 2015. Critical Analysis of Vendor Lock-in and its Impact on Cloud Computing Migration: A Business Perspective. Journal of Cloud Computing : Advances, Systems and Applications."
Professor Feng Tian,Journal Article,"Zhu, W., Gao, D., Fong, A.C.M. and Tian, F., 2014. An analysis of performance in a hierarchical structured vehicular Ad Hoc network. International Journal of Distributed Sensor Networks, 2014."
Professor Feng Tian,Journal Article,"Hegde, S., Gatzidis, C. and Tian, F., 2013. Painterly rendering techniques: A state-of-the-art review of current approaches. Computer Animation and Virtual Worlds, 24 (1), 43-64."
Professor Feng Tian,Journal Article,"Ferraris, J., Tian, F. and Gatzidis, C., 2012. Feature-based probabilistic texture blending with feature variations for terrains. Computer Animation and Virtual Worlds."
Professor Feng Tian,Journal Article,"Liu, M.L., Seah, H.S., Zhu, C., Lin, W. and Tian, F., 2012. Reducing location map in prediction-based difference expansion for reversible image data embedding. Signal Processing, 92, 819-828."
Professor Feng Tian,Journal Article,"Zhou, S.P., Chen, D., Cai, W.T., Luo, L., Low, M., Tian, F., TAY, V.I.C.T.O.R., Ong, D. and Hamilton, B., 2010. Crowd Modeling and Simulation Technologies. ACM Transactions on Modeling and Computer Simulation."
Professor Feng Tian,Journal Article,"Ferraris, J., Gatzidis, C. and Tian, F., 2010. Automating Terrain Texturing in Real-Time Using a Rule-Based Approach. International Journal Of Virtual Reality, 9, 21-28."
Professor Feng Tian,Journal Article,"Sugisaki, E., Tian, F. and Seah, H.S., 2009. Interactive Shadowing for 2D Anime. Computer Animation and Virtual Worlds, 20, 395-404."
Professor Feng Tian,Journal Article,"Luo, L., Zhou, S.P., Cai, W.T., Low, M., Tian, F., Wang, Y., Xiao, X. and Chen, D., 2008. Agent-based human Behavior Modeling for Crowd Simulation. Computer Animation and Virtual Worlds, 19, 271-281."
Professor Feng Tian,Journal Article,"Qiu, J., Seah, H.S., Tian, F., Chen, Q., Wu, Z. and Melikhov, K., 2008. Auto Coloring with Enhanced Character Registration. International Journal of Computer Games Technology."
Professor Feng Tian,Journal Article,"Xie, X.X., Tian, F. and Seah, H.S., 2008. Style Learning with Feature based Texture Synthesis. Computers in Entertainment (CIE), 6."
Professor Feng Tian,Journal Article,"Zhu, T.L., Tian, F., Zhou, Y.H., Seah, H.S. and Yan, X.L., 2008. Plant Modeling Based on 3D Reconstruction and Its Application in Digital Museum. International Journal of Virtual Reality, 7, 81-88."
Professor Feng Tian,Journal Article,"Xie, X.X., He, Y., Tian, F., Gu, X.F., Seah, H.S. and Qin, H., 2007. An Effective Illustrative Visualization Framework based on Photic Extremum Lines. IEEE Transactions on Visualization and Computer Graphics, 13, 1328-1335."
Professor Feng Tian,Journal Article,"Chen, Q., Tian, F., Seah, H.S., Wu, Z., Qiu, J. and Melikhov, K., 2006. DBSC-based animation enhanced with feature and motion. Computer Animation and Virtual Worlds, 17, 189-198."
Professor Feng Tian,Journal Article,"Melikhov, K., Tian, F., Qiu, J., Chen, Q. and Seah, H.S., 2006. DBSC-Based Gray Scale Line Image Vectorisation. Journal of Computer Science and Technology, 21, 244-248."
Professor Feng Tian,Journal Article,"Melikhov, K., Tian, F., Seah, H.S., Chen, Q. and Qiu, J., 2005. A Novel Technique For Perceptive Stroke Skeletonization. Computer Graphics & Geometry."
Professor Feng Tian,Journal Article,"Qiu, J., Seah, H.S., Tian, F., Wu, Z. and Chen, Q., 2005. Feature and region-based auto painting for 2D animation. The Visual Computer, 21, 928-944."
Professor Feng Tian,Journal Article,"Qiu, J., Seah, H.S., Tian, F., Chen, Q. and Wu, Z., 2005. Enhanced auto coloring with hierarchical region matching. Computer Animation and Virtual Worlds, 16, 463-473."
Professor Feng Tian,Journal Article,"Seah, H.S. and Tian, F., 2000. Computer-Assisted Coloring by Matching Line Drawings. The Visual Computer, 16, 289-304."
Professor Feng Tian,Journal Article,"Tian, F., Hong, S., Wenyi, C. and Yushan, T., 1997. Study on 3D Combination Profilometry by using Spatial Coordinates Transformation. Acta Optica Sinica, 17."
Professor Feng Tian,Journal Article,"Tian, F., Hong, S., Wenyi, C. and Yushan, T., 1996. 3D Profile Merging Technology Based on Grating Projection. Acta Photoica Sinica, 25."
Professor Feng Tian,Journal Article,"Tian, F., Hong, S., Wenyi, C. and Yushan, T., 1996. Novel Grating Projection Profilometry. Acta Optica Sinica, 16."
